"511889404806193152","RT @ichigobooboo: embroidered sweats so warm xDD #Givenchy #oldman #fashion #shades #YOLO #XXX #damnHOT http://t.co/wEkJMGOrhs","kakonyu","9","0"
"511889382492471296","Why me no study IS? 

#YOLO","iam_honeylyne","0","0"
"511889122995097600","@fatseungri I skipped school on monday and slept till 4pm.
Easy to say, easy to do.
#yolo","romexox","0","0"
"511888788482555905","@k19677747 Keep Calm And Love Bacon #YOLO","y0uniiqueness","0","0"
"511888693351571456","Me and my sister #Swag #YOLO #sister #selfie http://t.co/XAf1EI2zN3","Mahomie_Barbz","0","2"
"511888645817917440","Wearing sweats and a jacket in this weather #YOLO","iJazzboii","0","0"
"511888621667110913","Just bought a chihuahua #YOLO 🐶","sophieabeattie","0","2"
"511888557556776962","RT @ichigobooboo: embroidered sweats so warm xDD #Givenchy #oldman #fashion #shades #YOLO #XXX #damnHOT http://t.co/wEkJMGOrhs","martinakristyan","9","0"
"511888554570825728","proper fancy Lincoln tonight. blow my money before my own freshers #yolo","markmorley92","0","0"
"511888498379735040","I wore sweat pants two days in a row and wearing nike, Jordan and Adidas because #Yolo","shysaiah","0","0"
"511888486254018560","Oops didn't go to the keystone meeting #yolo","liv_mcgarry","0","1"
"511888414208454656","Back shot 😼😼😼😼 progress update :) it's all because #yolo #malithperera http://t.co/UX0Dv5pAzm","MalithNP","0","0"
"511888333149310976","RT @gabberrooo: Wearing whatever I want to school because I'm young and wild and free #yolo","chrisboy_27","2","0"
"511888166106591233","Accidently stepped on this girls Jordan's thought she was ganna beat the shit out of me #yolo","IveyHassan","0","0"
"511888149325156353","RT @Packabeer: Going in blind on this test. You only #yolo once","Blakegehring1","1","0"
"511888101447196672","Eating cup noodles b4 sleepin' coz its my last few hours of being 14 #yolo","pizzabianca_","0","0"
"511888068597383168","RT @chicfish: @SamShoats forever being immature hahaha #yolo #trendsetters","SamShoats","1","0"
"511887970614640640","RT @ItsYurboiMAC22: Im about to start using my brain to get what I want in life. 
You have yo spend money to make money #fuckit #yolo 💯","SGPRESIDENT_","1","0"
"511887965530767362","Crack cosplay for the win!! XD #yolo #swag Connichi 2014 ~ http://t.co/UMx2aMYoZF #Animexx","BakaLolli","0","0"
"511887923604488192","@SamShoats forever being immature hahaha #yolo #trendsetters","chicfish","1","1"
"511887529583206400","Life is short. Sometimes you need to break the rules for not to miss all the fun (y) 😂😂😂 #YOLO","nenellala","0","1"
"511887257477718018","i know i shouldn't stay up liking peoples photos, but i'm just going to rebel against my conscience #YOLO #independence","Rawrrits_ruthyy","0","0"
"511887030276882432","Homecoming shopping instead of doing math #yolo","ewilson__","0","1"
"511887012966576128","RT @ichigobooboo: embroidered sweats so warm xDD #Givenchy #oldman #fashion #shades #YOLO #XXX #damnHOT http://t.co/wEkJMGOrhs","keyslilfreakk","9","0"
"511886827629080576","JUST TOOK ANOTHER CAB TO SCHOOL #YOLO","natalienuen","0","1"
"511886549676720128","RT @hollycampbell: That moment when you realize if you didn't have to sleep you might get everything done #yolo #stressed #helpme","make_it_l4st","3","0"
"511886382273277953","@amazonIN @Micromax_Mobile TRUE #AndroidOneOnAmazon #YOLO","itsmelikhith","0","0"
"511886349537120256","Laugh while you can. You only live once. #yolo http://t.co/ogwTeSEz1A","ivaneldo","0","0"
"511885886150045697","not patient enough to wait for the eng subbed one and decided to just download the raw one. #yolo http://t.co/WdGgWSdTnT","deer_earthdew","0","0"
"511885871956897792","RT @Derek_Loretto: HOPE MY PARENTS DONT FIND ME BEEZIN #YOLO http://t.co/fMC47isS29","thedompalermo","2","0"
"511885649994334209","RT @angmlz: kinda creepy how the bulldog is on the agenda book and we lost it this year #illuminati #blazeit #yolo !!!!!!!","cityconspiracy","4","0"
"511885582641799168","The person who says it cannot be done should not interrupt the person who is doing it. -Chinese Proverb #netde #wilmde #yolo","bfalla","0","0"
"511885531127373825","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/e8BVmLkfX3","MairnMrttn","0","0"
"511885482478018560","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/jT5HYzEEAy","HedyHrmdaa","0","0"
"511885234954973184","Forgot I was giving blood today.... maybe I shouldnt have pulled an almost all-nighter. #yolo #docoolkidsstillsayyolo?","zdiddy_78","0","0"
"511885155947266048","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/TDZyYXQXRG","JoaqnGnzl","0","1"
"511885118005604352","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/GNL2mI0BM4","GnsisMnddz","0","1"
"511885115744456704","Beer time #beer #framboise #raspberry #frambuesa #raspberrybeer #yolo @ ...On The Rocks - The Campus… http://t.co/LY7XPDloaj","riseupbaby","0","1"
"511885058115108864","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/60SEC2cS3J","AnnGzmaan","0","0"
"511885030050635777","Im on twitter
In class
#YOLO","ABNationThalia","0","0"
"511884700106108928","OMG HALLOWEEN IS ON A FRIDAY!?!?!!? WAT WHOOPWHOOPJFLSKSKXNZNXKXJXJXJ #YOLO","lafawndajohnson","0","1"
"511884621626490881","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/Tc2jAvyP9y","AfrcHrnndz","0","1"
"511884590638981120","Dude they're not kidding when they tell you that senioritis will get to even the way you dress 👐😴. #yolo","jcerdaa15","0","0"
"511884588558589952","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/P9qPNUkGW6","Nao_Grciia","0","1"
"511884555364864000","Say what you think
Love who you love
'Cause you just get so many trips around the sun
Yeah, you only, only live once

#yolo haha","larrystophiding","0","0"
"511884544765886464","RT @sazilla: harry potter movie marathon with @Kirstern #letsgetfat #yolo #toad #voldy","Kirstern","1","0"
"511884524989743104","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/Q8ZHe1WOZ1","VioltDran","0","1"
"511884479808675840","Damien bombe is one of the best kids I ever met #yolo","IsaiahCroom22","0","0"
"511884423793770496","Nandos on my tod #yolo http://t.co/X8zG94GJXQ","ZuleikhaMariam","0","3"
"511884289747996672","#Yolo @OYesMusic T-shirt. @OYesDeeDay @oyesmziah @DavidleLee @Hoakz89 http://t.co/UkwG7a0DDi","saskiasordon","1","5"
"511884250334109696","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/WxI0smzGCp","AlxxMrttnz","0","0"
"511884233338798080","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/U6hSamPIlS","MteoRivr","0","0"
"511884230084030464","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/KpW0tMTlgx","EstbnMnddz","0","0"
"511884221774696448","ate Michele Gumabao and ate Mich :) for the #YOLO Seminar :)","nhicheartfiLia","0","0"
"511884161267671040","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/KH4ZZxqYW6","JuliaFuentes54","0","0"
"511884026605740033","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/rsKAVyCQ1l","JuliaFuentes54","0","0"
"511883982984986624","harry potter movie marathon with @Kirstern #letsgetfat #yolo #toad #voldy","sazilla","1","0"
"511883935241220096","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/atxxiP6y9l","PmDalila","0","0"
"511883926734774272","Tinder picture profile #YOLO #Tinder http://t.co/QWeBa65owT","6Q4U","0","0"
"511883834519216128","Went to bed at midnight and got up at 5 #YOLO #DarkCircles","MikMcI7","0","0"
"511883812142583808","Just walloped my Chesterfield returns on the #yes vote to be less than 46.5% #buyingmoney #YOLO #indyref too many jocks will bottle it","regeeregeeregee","0","1"
"511883779325964288","RT @ichigobooboo: embroidered sweats so warm xDD #Givenchy #oldman #fashion #shades #YOLO #XXX #damnHOT http://t.co/wEkJMGOrhs","minhubby","9","0"
"511883719444287488","Good morning Mrs. President!!!
#vogue #blacktie #fashion #ff
#whocares #YOLO #epic #chic #eleganza #style #brasil... http://t.co/haPc4OG57U","RicardoSoles76","0","0"
"511883352115523584","@annapeloubet because #yolo","Will_I_Am_Garry","0","0"
"511883336248467457","Just coolin 😎 #selfie #selfies #selfieking #polo #RL #yolo #youngflyflashy #fresh #justme… http://t.co/e5oNk9kAYE","keyernest","0","0"
"511883306640482304","gonna try to wake up later #yolo","adrian_balatbat","0","1"
"511883070015025152","Casually falling off my bike on campus #yolo","maddymooo115","0","12"
"511883067120975872","@littlebohspeep back everything up. cause #YOLO","thejasonhowell","0","1"
"511883062389776384","Im about to start using my brain to get what I want in life. 
You have yo spend money to make money #fuckit #yolo 💯","ItsYurboiMAC22","1","0"
"511882781996371968","RT @kayladyson99: frandz in da bathroom #swag #yolo http://t.co/xn0o1lvN0Q","_lanahardison","1","0"
"511882747518803968","No makeup for the 100x #yolo #cuteasf","_arianaha","0","1"
"511882478412627968","Bought my own sandwiches to work cos I'm cool #hipster #lunch #yolo","mazymoogan","0","0"
"511882348690825217","School speech jn like a day noooo #yolo  #swag","Raymondisdead","0","0"
"511882297428017152","Gotta Find You
All of the Stars
Let Her Go
My Covers :)) 
Thanks in Advance ^_^
https://t.co/2oxR9NJKRs
#Jonasforever #TFIOS #YOLO #Singers","PhilreyOfficial","2","0"
"511882264360128513","#WelcomeToStanford #stanford2018 @Stanford So happy you are here! @SAMentoring #NSOCDC14
#YOLO http://t.co/kDjg6jbdlY","imee4stanford","0","0"
"511882125172568064","Sad Andy  #yolo http://t.co/MjQk91xU3m","NickAndTony","0","0"
"511882083371716610","Doctor said to not eat for 12 hours for blood check but....oh well. #yolo http://t.co/KcYGuMiiMk","abgmasrur","0","0"
"511881965461864448","dance, get drunk then jump 😸 #yolo 👌 http://t.co/WCzunpfeK9","LERNALETH","0","0"
"511881812914618371","Went to lower bracket due the walkover we gave in round 2 :3 #YOLO","qibbs","0","0"
"511881766484049920","Getting my nails done at 9:20 in the am cause #yolo","chyliec","0","0"
"511881644731428864","Happy birthday to one of my favorite people ever! I love you so much and I hope you have a swaggy day! #yolo @lngerst http://t.co/kJyBkg4pOh","fifitejada","0","0"
"511881354603401216","In deep thoughts... #iguazufalls #Argentina #Wanderlust #YOLO #NoRegrets #Travel #Eutraveladventure… http://t.co/9DBAZyP9j5","EuniceZeng","0","1"
"511880884224786432","My situation till classes resume nxt week but one #yolo #teambennyto #funtimeske http://t.co/HlUUb7lD2i","TEAM_BENNYTO","0","0"
"511880843527090176","I want my family to live here http://t.co/1LDIrrAgAx. how about you? #realestateph #family #YOLO #SocialMedia #bahay","YashirosJournal","0","1"
"511880810904162304","Let's keep partying! #Mexico #independence #vivamexico #booze #drunk #yolo #music http://t.co/B3rHH7e5Iq","PokerManMusic","0","0"
"511880715395665920","@dthomp1195 who needs a biology review session anyway? #YOLO #YtheLnot","erin_hembree","0","4"
"511880536131133441","frandz in da bathroom #swag #yolo http://t.co/xn0o1lvN0Q","kayladyson99","1","4"
"511880382849892353","THEY went crazy at REHAB! # #YOLO #fun #friends http://t.co/5KyY0flp8J","LimwelTuban","0","0"
"511880351887941632","@eiliscorcoran know that feeling #yolo","ciarancallan","0","0"
"511880259126308865","RT @WTFGICE: Hosting #HalloweenParty #Chicago #5Dolla #Entry @WTFGICE #PERFORMING #LIVE #GottaCrankThat #GoGoGo #ProjectXParty #YOLO","KemarBrown18","24","0"
"511880240436871168","RT @FogoneoColombia: Download @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/qKliQqqvwH | #CEL http://t.co/KwUyq4E…","RMrecords_Inc","2","0"
"511880188150685697","RT @mhelm805: @Kaciee_Denalii you get a piercing, I'll get a tat #yolo","Kaciee_Denalii","1","0"
"511880060274757632","RT @iPautaWebSite: Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO http://t.co/GHM5atXuFg | @RMrecords_inc Via @ipautaorg","RMrecords_Inc","2","0"
"511880022110789632","RT @guelo0316: Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/j7a2XMGzZK | #CEL http://t.co/6Wnyet7t74 v…","RMrecords_Inc","1","0"
"511879906905833472","@Kaciee_Denalii you get a piercing, I'll get a tat #yolo","mhelm805","1","1"
"511879756250624000","@peoplemag Even her lips can feel the swag... She has a pretty face can rock any hairdo...she will snap out it. For now its a #Yolo moment.","KimasheAmp","0","0"
"511879730870505473","Discover your authentic #self!! Watch 3part video series! http://t.co/d9pBLdDyVT #masterkey #success #newbeginnings #yolo","MKMMA_PaulK","0","0"
"511879695835471873","LULZ WHAT IS STUDY #YOLO #IFEELBADTHO","choanneee","0","2"
"511879393531396096","RT @galaelf: #tbt to that time @kevjumba and I were super classy teen parents. #yolo http://t.co/ce1noLox4h","bravo_natalia","2","0"
"511879111497621504","im not waiting that long #yolo “@ClassicPict: http://t.co/O027FSC2PD”","MrJANicolas","0","0"
"511879040240607232","Iam looking forwood to see @jtimberlake  nek week it gonna be amazin if anyone dance like michal it JT! #yolo #swag 😍😍😘😘","justinridds","0","0"
"511878823118635008","Ever been glued to a floor before? Yeah, until this morning neither had I...interesting experience lol #yolo","beachleach24","0","0"
"511878812821237761","*spills coke in car.... Reaction = ""meh, future me can deal with that!"" #yolo #thuglife","Shawdy74","0","0"
"511878757876264960","@jamiehas @AliAliFareedMC @fubarpops excellent work! # jazzhands #gamergate #GBBO #yolo #AskLittleMix","SmallTownBrows","0","1"
"511878637289615362","RT @WTFGICE: RT: I should come bak to GWHS . Graduate and make a #BadAss #GraduationRap #YOLO --IG @WTFGICE","EarnDollarFast","17","0"
"511878590451826689","RT @WTFGICE: The #SICKEST #AWESOME #Halloween #Party #ever #Chicago #5Dolla #fee #Yolo #Turnt #JoinMe? #HalloweenNight GICECRIB #PERFORMING…","EarnDollarFast","13","0"
"511878585792344064","Albert docks #liverpool #shopping #chill #yolo #paintapicture #taco #burrito #hashtag #tarpeystyle http://t.co/gfp39tuJvW","mikehinze57","0","0"
"511878584919932928","That ""Palumba Trisikad Challenge"" with le thesismates earlier today. Hahahah #YOLO #Sum-ag http://t.co/OOpWaYHTEx","keishawesoOome","0","0"
"511878579806666752","RT @visitarusha: The  #migration usually moves out of the  #Serengeti area by the end of June and doesn't return until December #yolo http:…","TheExplorer591","2","0"
"511878552883441664","RT @visitarusha: other  #bovids participate in a large-scale annual  #migration #follow  #yolo http://t.co/OKuAj38W4x","TheExplorer591","1","0"
"511878474773315585","5:10 AND IM STILL GOING STRONG WITH NO SLEEP resemble nothing that is ours. #YOLO","YoloPoe","0","0"
"511877997637693440","Going to be late because I came to get my fatass some food 😎 #yolo #swag #theregoesmytaximoney","Squintzy_","0","0"
"511877871473020928","RT @ImNotTheKind: “@overslept_: On a quest to find a umbrella in my house 😖” I couldn't so I gave up #yolo needed a shower anyways","overslept_","1","0"
"511877827176587264","#yolo right?  Find what you love, and do it with passion!","PaladinJasonC","0","0"
"511877814875082752","""@jared_griffin: I like midnight penis in my butthole #YOLO""always knew it smh","Gopie3","0","2"
"511877798836060160","Forgot a lactaid pill...didn't stop me from eating a bagel with cream cheese! #yolo","IzBallin0524","0","0"
"511877784713830400","“@CourtneySekeres: wearing uggs in September #yolo” same girl samee #day2","brookeeb123","0","0"
"511877537790951424","Not matching today. I look weird but #YOLO","_AdriiOrtiiz_","0","1"
"511877391656820737","RT @BrandiHarmon3: #Yolo.!(: 
You.Only.Live.Once","xxerykahxx","1","0"
"511877327174008832","@JessRowley we say go for it #YOLO. Plus you can style it out as trendy wet look hair and normcore styling.","BeautyatTesco","0","1"
"511877325236207616","Took my first anatomy exam in less than 25 min #studyingkindapaysoff or I failed #yolo","Jackie0X0X3","0","1"
"511877247523758080","im gonna nominate myself cause #yolo","LiliTruongg","0","0"
"511877198320394240","#YOLO ♫ You Only Live Once by The Strokes — https://t.co/5hB5AG9c2N","tyashalley","0","0"
"511877184844079105",": embroidered sweats so warm xDD #Givenchy #oldman #fashion #shades #YOLO #XXX #damnHOT http://t.co/fHluNkUCCB""","Tyminho_choi","0","0"
"511877167572340736",".@UltimateLovah Like who da fuck says #swag? This Connecticut Prep School Soccer Goal Is Absolutely SICK  #BroLife #Swag #Yolo http://t.c...","TheSwaagMachine","0","0"
"511877006217457664","This Connecticut Prep School Soccer Goal Is Absolutely SICK  #BroLife #Swag #Yolo http://t.co/u3RLAtGewh","UltimateLovah","0","0"
"511876839069859840","i love to eat crab but i also am a crab woops #yolo","TinyCrabloid","0","0"
"511876684220747776","Officially skipped my first class #yolo","makstroud","0","3"
"511876530436190208","RT @WTFGICE: Hosting #HalloweenParty #Chicago #5Dolla #Entry @WTFGICE #PERFORMING #LIVE #GottaCrankThat #GoGoGo #ProjectXParty #YOLO","mazda55","24","0"
"511899089269956608","Forgot wallet, on campus until 530. It's just me and my cliff bar. #yolo #SOS","elanandrews","0","0"
"511899004410425345","Some guy is sitting in a hallway playing his flute like #YOLO #yoloswag","PRamarao95","0","0"
"511898859208192000","Lets talk about how i had a quiz in stories i didn't read at all and managed to get a C+ on it. #slacker #yolo","But_Megan","0","0"
"511898845090177024","RT @Geewiiz_: @CHRIS_BIGPOPPA fuck I'm on the wrong account😂😂 #yolo","CHRIS_BIGPOPPA","1","0"
"511898833492901888","#YOLO “@cbcsports: Canadian keeper in line to face Liverpool in Champions League match today http://t.co/fsu8o3Tgd1 http://t.co/p2qHLPB5Rm”","JBezeau94","0","0"
"511898647668064256","@CHRIS_BIGPOPPA fuck I'm on the wrong account😂😂 #yolo","Geewiiz_","1","1"
"511898563060957184","Eating a tamal in class because YOLO LMAO 😁😀😛 #tamal #breakfast #class #yummy #yolo http://t.co/lkkr3LRsUY","sanity94","0","0"
"511898347523698688","told myself to study when I wake up again but nope. I'm going back to sleep #yolo","CeekayD","0","0"
"511898250207838208","When you plunk a strawberry into your mouth without taking off the green #Yolo","tellasaurus","0","0"
"511898220885467136","Haven't paid attention in a single class so far this week. #hollar #yolo #starstudent","SydneyyyDee","0","0"
"511898040127750144","With the #yolo gang 🙋🙋 http://t.co/q7GcMRhzr1","BrendaLai96","0","0"
"511897802964996096","Hey guys I'm changing my @ name bc I'm individual glow worm&amp;y'all R ratchet worms covered in mud so #yolo #gostubyourtoe thug life chose me","TheJackspinosa","0","0"
"511897749420531712","HAPPY BIRTHDAY!! @MikeGeneMose I hope you have a great day...getting old 😘😂👌 have fun while you can! #YOLO","_ItsSavannah_","0","0"
"511897718478737410","Today, I'm eating a chocolate chip cookie at 8:17am. #yolo #swag #yoloswag (I'm starting to think my co-workers don't like my pancreas.)","PaulTGG","0","0"
